code,viet,eng,alternative,brand
BC060R,"Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 105mm","Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-620-10-07,B-Braun
BC061R,"Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 105mm","Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-621-10-07,B-Braun
BC064R,"Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 120mm","Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 120 mm (4 3/4"")",11-640-12-07,B-Braun
BC065R,"Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 120mm","Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 120 mm (4 3/4"")",11-641-12-07,B-Braun
BC100R,"Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 90mm","Delicate Scissors (Iris Scissors), straight, sharp/sharp, 90 mm (3 1/2"")",11-618-08-07,B-Braun
BC101R,"Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 90mm","Delicate Scissors (Iris Scissors), curved, sharp/sharp, 90 mm (3 1/2"")",11-621-10-07,B-Braun
BC106R,"Kéo phẫu tích, mảnh, thẳng, mũi nhọn/nhọn, dài 115mm","Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 115 mm (4 1/2"")",11-630-11-07,B-Braun
BC107R,"Kéo phẫu tích, mảnh, cong, mũi nhọn/nhọn, dài 115mm","Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 115 mm (4 1/2"")",11-631-11-07,B-Braun
BC110R,"Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 110mm","Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-630-11-07,B-Braun
BC110SU,"KÉO PHẪU TÍCH SUSI, MẢNH, THẲNG, SẮC/SẮC, DÀI 110MM","SUSI® Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4""), sterile, disposable",99-999-99-99,B-Braun
BC111R,"Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 110mm","Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-621-10-07,B-Braun
BC112R,"Kéo phẫu tích, thẳng, mũi nhọn/tù, dài 110mm","Delicate Scissors (Iris Scissors), straight, delicate pattern, sharp/blunt, 110 mm (4 1/4"")",09-000-00-07,B-Braun
BC113R,"Kéo phẫu tích, cong, mũi nhọn/tù, dài 110mm","Delicate Scissors (Iris Scissors), curved, delicate pattern, sharp/blunt, 110 mm (4 1/4"")",11-587-12-07,B-Braun
BC117R,"Kéo phẫu tích, gập góc bên, mũi nhọn/nhọn, dài 110mm","Delicate Scissors (Iris Scissors), angled to side, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-635-11-07,B-Braun
BC130R,"Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 120mm","Delicate Scissors (Iris Scissors), straight, sharp/sharp, 120 mm (4 3/4"")",11-584-12-07,B-Braun
BC131R,"Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 120mm","Delicate Scissors (Iris Scissors), curved, sharp/sharp, 120 mm (4 3/4"")",11-589-12-07,B-Braun
BC135R,"Kéo phẫu tích, cong, mũi tù/tù, dài 120mm","Delicate Scissors (Iris Scissors), curved, blunt/blunt, 120 mm (4 3/4"")",11-105-11-07,B-Braun
BC140R,"Kéo phẫu tích, thẳng, mũi nhọn/nhọn, dài 130mm","Delicate Scissors (Iris Scissors), straight, sharp/sharp, 130 mm (5 1/8"")",11-340-14-07,B-Braun
BC141R,"Kéo phẫu tích, cong, mũi nhọn/nhọn, dài 130mm","Delicate Scissors (Iris Scissors), curved, sharp/sharp, 130 mm (5 1/8"")",11-341-14-07,B-Braun
BC144R,"Kéo phẫu tích, thẳng, mũi tù/tù, dài 130mm","Delicate Scissors (Iris Scissors), straight, blunt/blunt, 130 mm (5 1/8"")",11-105-13-07,B-Braun
BC145R,"Kéo phẫu tích, cong, mũi tù/tù, dài 130mm","Delicate Scissors (Iris Scissors), curved, blunt/blunt, 130 mm (5 1/8"")",11-125-14-07,B-Braun
BC153R,"Kéo phẫu tích Chadwick, mảnh, cong nhiều, mũi nhọn/nhọn, dài 115mm","CHADWICK Delicate Scissors, strongly curved, sharp/sharp, 115 mm (4 1/2"")",99-999-99-99,B-Braun
BC154R,"Kéo phẫu tích La Grange, cong hình chữ S, một lưỡi có khía, mũi nhọn/nhọn, dài 115mm","LA GRANGE Delicate Scissors, curved, S-shaped, serrated (one blade), sharp/sharp, 115 mm (4 1/2"")",11-593-11-07,B-Braun
BC156R,"Kéo phẫu tích Joseph, mảnh, thẳng, mũi nhọn/nhọn, dài 150mm","JOSEPH Dissecting Scissors, straight, delicate pattern, sharp/sharp, 150 mm (6"")",11-350-14-07,B-Braun
BC157R,"Kéo phẫu tích Joseph, mảnh, cong, mũi nhọn/nhọn, dài 150mm","JOSEPH Dissecting Scissors, curved, delicate pattern, sharp/sharp, 150 mm (6"")",11-351-14-07,B-Braun
BC160R,"Kéo phẫu tích Kelly, thẳng, mũi nhọn/nhọn, dài 175mm","KELLY Dissecting Scissors, straight, sharp/sharp, 175 mm (6 7/8"")",11-226-16-07,B-Braun
BC161R,"Kéo phẫu tích Kelly, cong, mũi nhọn/nhọn, dài 175mm","KELLY Dissecting Scissors, curved, sharp/sharp, 175 mm (6 7/8"")",11-227-16-07,B-Braun
BC162R,"Kéo phẫu tích Kilner, mảnh, thẳng, mũi nhọn/nhọn, dài 115mm","KILNER Dissecting Scissors, straight, delicate pattern, sharp/sharp, 115 mm (4 1/2"")",11-594-11-07,B-Braun
BC163R,"Kéo phẫu tích Littler, cong, mũi tù/tù, đầu có lỗ luồn chỉ, dài 115mm","LITTLER Dissecting Scissors, curved, delicate pattern, blunt/blunt, 115 mm (4 1/2"")",11-508-12-07,B-Braun
BC164R,"Kéo phẫu tích, mảnh, thẳng, mũi tù/tù, dài 115mm","Dissecting Scissors (Strabismus Scissors), straight, delicate pattern, blunt/blunt, 115 mm (4 1/2"")",11-690-11-07,B-Braun
BC165R,"Kéo phẫu tích, mảnh, cong, mũi tù/tù, dài 115mm","Dissecting Scissors (Strabismus Scissors), curved, delicate pattern, blunt/blunt, 115 mm (4 1/2"")",11-691-11-07,B-Braun
BC166R,"Kéo phẫu tích Kilner, mảnh, cong, đầu mảnh, mũi tù/tù, dài 125mm","KILNER Dissecting Scissors (Undermining Scissors), curved, delicate pattern, special flat blunt tip, 125 mm (5"")",11-359-12-07,B-Braun
BC168R,"Kéo phẫu tích Kilner, mảnh, cong, đầu mảnh, mũi tù/tù, dài 150mm","KILNER Dissecting Scissors (Undermining Scissors), curved, delicate pattern, special flat blunt tip, 150 mm (6"")",11-359-15-07,B-Braun
BC170R,"Kéo phẫu tích Stevens, thẳng, mũi nhọn/nhọn, dài 110mm","STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-680-11-07,B-Braun
BC171R,"Kéo phẫu tích Stevens, cong, mũi nhọn/nhọn, dài 110mm","STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-681-11-07,B-Braun
BC172R,"Kéo phẫu tích Stevens, thẳng, mũi tù/tù, dài 110mm","STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, blunt/blunt, 110 mm (4 1/4"")",11-682-11-07,B-Braun
BC173R,"Kéo phẫu tích Stevens, cong, mũi tù/tù, dài 110mm","STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 110 mm (4 1/4"")",11-683-11-07,B-Braun
BC175R,"Kéo phẫu tích Jameson-Werber, mảnh, cong, mũi tù/tù, dài 130mm","JAMESON-WERBER Dissecting Scissors, curved, delicate pattern, blunt/blunt, 130 mm (5 1/8"")",11-567-13-07,B-Braun
BC177R,"Kéo phẫu tích Jameson, mảnh, cong, mũi tù/tù, dài 150mm","JAMESON Dissecting Scissors, curved, delicate pattern, blunt/blunt, 150 mm (6"")",11-367-14-07,B-Braun
BC178R,"Kéo phẫu tích gân Potts, mảnh, cong, mũi tù/tù, dài 175mm","POTTS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 175 mm (6 7/8"")",11-365-18-07,B-Braun
BC180R,"Kéo phẫu tích Reynolds, mảnh, cong, mũi tù/tù, dài 145mm","REYNOLDS Dissecting Scissors, curved, delicate pattern, blunt/blunt, 145 mm (5 3/4"")",11-365-15-07,B-Braun
BC181R,"Kéo phẫu tích Reynolds, mảnh, cong, mũi tù/tù, dài 175mm","REYNOLDS Dissecting Scissors, curved, delicate pattern, blunt/blunt, 175 mm (6 7/8"")",11-365-18-07,B-Braun
BC184R,"Kéo phẫu tích Gorney, thẳng, lưỡi mặt trong có khía mịn, mặt ngoài hơi sắc, mũi tù/tù, dài 125mm","GORNEY Dissecting Scissors (Facelift Scissors), straight, serrated (inside fine), blunt/blunt, 125 mm (5"")",11-306-12-07,B-Braun
BC186R,"Kéo phẫu tích Stevens, mảnh, thẳng, mũi nhọn/nhọn, cán mảnh, dài 100mm","STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, sharp/sharp, 100 mm (4""), ring handle",11-680-11-07,B-Braun
BC187R,"Kéo phẫu tích Stevens, mảnh, cong, mũi nhọn/nhọn, cán mảnh, dài 100mm","STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, sharp/sharp, 100 mm (4""), ring handle",11-801-10-07,B-Braun
BC188R,"Kéo phẫu tích Gorney, thẳng, lưỡi mặt trong có khía mịn, mặt ngoài hơi sắc, mũi tù/tù, dài 195mm","GORNEY Dissecting Scissors (Facelift Scissors), straight, serrated (inside fine), blunt/blunt, 195 mm (7 3/4"")",11-306-19-07,B-Braun
BC189R,"Kéo phẫu tích Gorney, cong, lưỡi mặt trong có khía mịn, mặt ngoài hơi sắc, mũi tù/tù, dài 195mm","GORNEY Dissecting Scissors (Facelift Scissors), curved, serrated (inside fine), blunt/blunt, 195 mm (7 3/4"")",11-307-19-07,B-Braun
BC194R,"Kéo phẫu tích gân Stevens, thẳng, mũi tù/tù, dài 125mm","STEVENS Dissecting Scissors (Tenotomy Scissors), straight, delicate pattern, blunt/blunt, 125 mm (5"")",11-682-11-07,B-Braun
BC195R,"Kéo phẫu tích gân Stevens, cong, mũi tù/tù, dài 125mm","STEVENS Dissecting Scissors (Tenotomy Scissors), curved, delicate pattern, blunt/blunt, 125 mm (5"")",11-683-11-07,B-Braun
BC196R,"Kéo phẫu tích Morse, cong, mũi nhọn/nhọn, dài 175mm","MORSE Dissecting Scissors, curved, delicate pattern, sharp/sharp, 175 mm (6 7/8"")",11-301-15-07,B-Braun
BC210B,"Kéo phẫu tích Noir TC, mảnh, thẳng, mũi nhọn/nhọn, màu đen, cán vàng, dài 110mm","Noir® Delicate Scissors (Iris Scissors), straight, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",09-003-43-07,B-Braun
BC210R,"Kéo Durotip TC, mảnh, thẳng, mũi nhọn/nhọn, cán vàng, dài 110mm","DUROTIP® Delicate Scissors (Iris Scissors), straight, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-982-11-07,B-Braun
BC211B,"Kéo phẫu tích Noir TC, mảnh, cong, mũi nhọn/nhọn, màu đen, cán vàng, dài 110mm","Noir® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",09-003-45-07,B-Braun
BC211R,"Kéo Durotip TC, mảnh, cong, mũi nhọn/nhọn, cán vàng, dài 110mm","DUROTIP® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, sharp/sharp, 110 mm (4 1/4"")",11-983-11-07,B-Braun
BC211W,"Kéo Durotip TC, mảnh, cong, lưỡi gợn sóng, mũi nhọn/nhọn, cán vàng, dài 110mm","DUROTIP® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, wave cut, sharp/sharp, 110 mm (4 1/4"")",09-002-87-07,B-Braun
BC211WB,"Kéo phẫu tích Noir TC, mảnh, cong, lưỡi gợn sóng, mũi nhọn/nhọn, màu đen, cán vàng, dài 110mm","Noir® Delicate Scissors (Iris Scissors), curved, TC, delicate pattern, wave cut, sharp/sharp, 110 mm (4 1/4"")",09-003-45-07,B-Braun
BC224R,"Kéo phẫu thuật Durotip TC, thẳng, mũi nhọn/tù, cán vàng, dài 145mm","DUROTIP® Surgical Scissors, straight, TC, standard, sharp/blunt, 145 mm (5 3/4"")",11-904-14-07,B-Braun
BC228R,"Kéo phẫu thuật Durotip TC, thẳng, mũi nhọn/nhọn, cán vàng, dài 145mm","DUROTIP® Surgical Scissors, straight, TC, standard, sharp/sharp, 145 mm (5 3/4"")",11-906-14-07,B-Braun
BC231R,"Kéo phẫu thuật Durotip TC, cong, mũi tù/tù, cán vàng, dài 145mm","DUROTIP® Surgical Scissors, curved, TC, standard, blunt/blunt, 145 mm (5 3/4"")",11-903-14-07,B-Braun
BC231W,"Kéo phẫu tích Durotip TC, cong, lưỡi gợn sóng, mũi tù/tù, cán vàng, dài 145mm","DUROTIP® Surgical Scissors, curved, TC, standard, wave cut, blunt/blunt, 145 mm (5 3/4"")",11-903-14-07,B-Braun
BC234R,"Kéo phẫu thuật Durotip TC, cong, mũi nhọn/tù, cán vàng, dài 145mm","DUROTIP® Surgical Scissors, curved, TC, standard, sharp/blunt, 145 mm (5 3/4"")",11-905-14-07,B-Braun
BC240R,None,None,11-930-15-07,B-Braun
BC241R,None,None,11-931-15-07,B-Braun
BC242R,"Kéo phẫu thuật Mayo Durotip TC, thẳng, lưỡi tròn, mũi tù/tù, cán vàng, dài 170mm","MAYO DUROTIP® Dissecting Scissors, straight, TC, rounded blades, blunt/blunt, 170 mm (6 3/4"")",11-910-17-07,B-Braun
BC243R,"Kéo phẫu thuật Mayo Durotip TC, cong, lưỡi tròn, mũi tù/tù, cán vàng, dài 170mm","MAYO DUROTIP® Dissecting Scissors, curved, TC, heavy pattern, rounded blades, blunt/blunt, 170 mm (6 3/4"")",11-911-17-07,B-Braun
BC245R,"Kéo vi phẫu mạch máu De Bakey Durotip TC, gập góc 60°, mũi nhọn/nhọn, cán vàng, dài 220mm","DE BAKEY DUROTIP® Vascular Scissors, angled, TC, 60 °, sharp/sharp, 220 mm (8 3/4"")",11-987-60-07,B-Braun
BC250R,"Kéo phẫu thuật Mayo Durotip TC, thẳng, lưỡi vát, mũi tù/tù, cán vàng, dài 140mm","MAYO DUROTIP® Dissecting Scissors, straight, TC, heavy pattern, chamfered blades, blunt/blunt, 140 mm (5 1/2"")",11-910-14-07,B-Braun
BC251R,"Kéo phẫu thuật Mayo Durotip TC, cong, lưỡi vát, mũi tù/tù, cán vàng, dài 140mm","MAYO DUROTIP® Dissecting Scissors, curved, TC, heavy pattern, chamfered blades, blunt/blunt, 140 mm (5 1/2"")",11-911-14-07,B-Braun
BC252B,"Kéo phẫu thuật Mayo Noir TC, thẳng, lưỡi vát, mũi tù/tù, màu đen, cán vàng, dài 170mm","MAYO Noir® Dissecting Scissors, straight, TC, heavy pattern, chamfered blades, blunt/blunt, 170 mm (6 3/4"")",11-930-17-07,B-Braun
BC252R,"Kéo phẫu thuật Mayo Durotip TC, thẳng, lưỡi vát, mũi tù/tù, cán vàng, dài 170mm","MAYO DUROTIP® Dissecting Scissors, straight, TC, heavy pattern, chamfered blades, blunt/blunt, 170 mm (6 3/4"")",11-910-17-07,B-Braun
BC253B,"Kéo phẫu thuật Mayo Noir TC, cong, lưỡi vát, mũi tù/tù, màu đen, cán vàng, dài 170mm","MAYO Noir® Dissecting Scissors, curved, TC, heavy pattern, chamfered blades, blunt/blunt, 170 mm (6 3/4"")",11-931-17-07,B-Braun
BC253R,"Kéo phẫu thuật Mayo Durotip TC, cong, lưỡi vát, mũi tù/tù, cán vàng, dài 170mm","MAYO DUROTIP® Dissecting Scissors, curved, TC, heavy pattern, chamfered blades, blunt/blunt, 170 mm (6 3/4"")",11-911-17-07,B-Braun
BC253W,"Kéo phẫu thuật Mayo Durotip TC, cong, lưỡi vát, gợn sóng, mũi tù/tù, cán vàng, dài 170mm","MAYO DUROTIP® Dissecting Scissors, curved, TC, heavy pattern, wave cut, chamfered blades, blunt/blunt, 170 mm (6 3/4"")",11-915-17-07,B-Braun
BC253WB,"Kéo phẫu thuật Mayo Noir TC, cong, lưỡi vát, gợn sóng, mũi tù/tù, màu đen, cán vàng, dài 170mm","MAYO Noir® Dissecting Scissors, curved, TC, heavy pattern, wave cut, chamfered blades, blunt/blunt, 170 mm (6 3/4"")",09-003-49-07,B-Braun
BC256R,"Kéo phẫu tích Durotip TC, mảnh, thẳng, mũi tù/tù, cán vàng, dài 115mm","DUROTIP® Dissecting Scissors (Strabismus Scissors), straight, TC, delicate pattern, blunt/blunt, 115 mm (4 1/2"")",11-936-11-07,B-Braun
BC257B,"Kéo phẫu tích Noir TC, mảnh, cong, mũi tù/tù, màu đen, cán vàng, dài 115mm","Noir® Dissecting Scissors (Strabismus Scissors), curved, TC, delicate pattern, blunt/blunt, 115 mm (4 1/2"")",11-917-11-07,B-Braun
BC257R,"Kéo phẫu tích Durotip TC, mảnh, cong, mũi tù/tù, cán vàng, dài 115mm","DUROTIP® Dissecting Scissors (Strabismus Scissors), curved, TC, delicate pattern, blunt/blunt, 115 mm (4 1/2"")",11-937-11-07,B-Braun
BC257W,"Kéo phẫu tích Durotip TC, mảnh, cong, lưỡi gợn sóng, mũi tù/tù, cán vàng, dài 115mm","DUROTIP® Dissecting Scissors (Strabismus Scissors), curved, TC, delicate pattern, wave cut, blunt/blunt, 115 mm (4 1/2"")",11-887-11-07,B-Braun
BC257WB,"Kéo phẫu tích Noir Wavecut TC, mảnh, cong, lưỡi gợn sóng, mũi tù/tù, màu đen, cán vàng, dài 115mm","Noir® Dissecting Scissors (Strabismus Scissors), curved, TC, delicate pattern, wave cut, blunt/blunt, 115 mm (4 1/2"")",11-917-11-07,B-Braun
BC258R,"Kéo phẫu tích Metzenbaum (Baby) Durotip TC, mảnh, thẳng, mũi tù/tù, cán vàng, dài 145mm","METZENBAUM (BABY) DUROTIP® Dissecting Scissors, straight, TC, delicate pattern, blunt/blunt, 145 mm (5 3/4"")",11-954-14-07,B-Braun
BC259B,"Kéo phẫu tích Metzenbaum (Baby) Noir TC, mảnh, cong, mũi tù/tù, màu đen, cán vàng, dài 145mm","METZENBAUM (BABY) Noir® Dissecting Scissors, curved, TC, delicate pattern, blunt/blunt, 145 mm (5 3/4"")",11-919-14-07,B-Braun
BC259R,"Kéo phẫu tích Metzenbaum (Baby) Durotip TC, mảnh, cong, mũi tù/tù, cán vàng, dài 145mm","METZENBAUM (BABY) DUROTIP® Dissecting Scissors, curved, TC, delicate pattern, blunt/blunt, 145 mm (5 3/4"")",11-955-14-07,B-Braun
BC259W,"Kéo phẫu tích Metzenbaum Durotip TC, mảnh, cong, lưỡi gợn sóng, mũi tù/tù, cán vàng, dài 145mm","METZENBAUM (BABY) DUROTIP® Dissecting Scissors, curved, TC, delicate pattern, wave cut, blunt/blunt, 145 mm (5 3/4"")",11-889-14-07,B-Braun
BC259WB,"Kéo phẫu tích Metzenbaum (Baby) Noir Wavecut TC, mảnh, cong, lưỡi gợn sóng, mũi tù/tù, màu đen, cán vàng, dài 145mm","METZENBAUM (BABY) Noir® Dissecting Scissors, curved, TC, delicate pattern, wave cut, blunt/blunt, 145 mm (5 3/4"")",11-919-14-07,B-Braun
BC260R,"Kéo phẫu tích Metzenbaum Durotip TC, thẳng, mũi tù/tù, cán vàng, dài 145mm","METZENBAUM DUROTIP® Dissecting Scissors, straight, TC, blunt/blunt, 145 mm (5 3/4"")",11-938-14-07,B-Braun
BC261B,"Kéo phẫu tích Metzenbaum Noir TC, cong, mũi tù/tù, màu đen, cán vàng, dài 145mm","METZENBAUM Noir® Dissecting Scissors, curved, TC, blunt/blunt, 145 mm (5 3/4"")",11-919-14-07,B-Braun
BC261R,"Kéo phẫu tích Metzenbaum Durotip TC, cong, mũi tù/tù, cán vàng, dài 145mm","METZENBAUM DUROTIP® Dissecting Scissors, curved, TC, blunt/blunt, 145 mm (5 3/4"")",11-939-14-07,B-Braun
BC261W,"Kéo phẫu tích Metzenbaum Durotip TC, cong, lưỡi gợn sóng, mũi tù/tù, cán vàng, dài 145mm","METZENBAUM DUROTIP® Dissecting Scissors, curved, TC, wave cut, blunt/blunt, 145 mm (5 3/4"")",11-889-14-07,B-Braun
BC261WB,"Kéo phẫu tích Metzenbaum Noir Wavecut TC, cong, lưỡi gợn sóng, mũi tù/tù, màu đen, cán vàng, dài 145mm","METZENBAUM Noir® Dissecting Scissors, curved, TC, wave cut, blunt/blunt, 145 mm (5 3/4"")",11-919-14-07,B-Braun
BC262R,"Kéo phẫu tích Metzenbaum Durotip TC, thẳng, mũi tù/tù, cán vàng, dài 180mm","METZENBAUM DUROTIP® Dissecting Scissors, straight, TC, blunt/blunt, 180 mm (7"")",11-942-18-07,B-Braun
BC263B,"Kéo phẫu tích Metzenbaum Noir TC, cong, mũi tù/tù, màu đen, cán vàng, dài 180mm","METZENBAUM Noir® Dissecting Scissors, curved, TC, blunt/blunt, 180 mm (7"")",11-917-18-07,B-Braun
BC263R,"Kéo phẫu tích Metzenbaum Durotip TC, cong, mũi tù/tù, cán vàng, dài 180mm","METZENBAUM DUROTIP® Dissecting Scissors, curved, TC, blunt/blunt, 180 mm (7"")",11-943-18-07,B-Braun
BC263W,"Kéo phẫu tích Metzenbaum Durotip TC, cong, lưỡi gợn sóng, mũi tù/tù, cán vàng, dài 180mm","METZENBAUM DUROTIP® Dissecting Scissors, curved, TC, wave cut, blunt/blunt, 180 mm (7"")",11-889-18-07,B-Braun
BC263WB,"Kéo phẫu tích Metzenbaum Noir Wavecut TC, cong, lưỡi gợn sóng, mũi tù/tù, màu đen, cán vàng, dài 180mm","METZENBAUM Noir® Dissecting Scissors, curved, TC, wave cut, blunt/blunt, 180 mm (7"")",11-917-18-07,B-Braun
BC265B,"Kéo phẫu tích Metzenbaum Noir TC, cong, mũi tù/tù, màu đen, cán vàng, dài 200mm","METZENBAUM Noir® Dissecting Scissors, curved, TC, blunt/blunt, 200 mm (7 7/8"")",11-917-20-07,B-Braun
